appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,a5_i,a6_i,intercept
wine_quality_iter7,mlp,shap,26,1,0.0669480060573476,0.012273230097996838,0.0,0.04120238202313579,0.0,0.0023761706073314355,0.0060712812306025045,0.009235589020909448,-0.001591979998808557
wine_quality_iter7,mlp,shap,27,0,0.0669480060573476,0.019451915626942876,0.0,0.0,0.0,0.0,0.025185903065698085,0.05536964922993277,-0.001591979998808557
wine_quality_iter7,mlp,shap,28,1,0.0669480060573476,0.0,0.03554047898740773,0.007616235212092011,0.011269003819032954,0.006220254895615076,0.025383078241413677,0.024111110458607594,-0.001591979998808557
wine_quality_iter7,mlp,shap,29,0,0.0669480060573476,0.0,0.006225503151315256,0.0198491493424217,0.018122675904369622,0.011057390305367159,0.03939196000905919,0.13122085646968393,-0.001591979998808557
wine_quality_iter7,mlp,shap,30,1,0.0669480060573476,0.0007037947299606818,0.0,0.0021295833292898046,0.005253361365297298,0.0,0.0717248982106481,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,31,1,0.0669480060573476,0.0026082304693185315,0.05411456957841526,0.0,0.012432971499287121,0.013159106526619318,0.048263833461663595,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,32,0,0.0669480060573476,0.0,0.09562547625571267,0.018675746264638946,0.0,0.0029915871168232355,0.09332415933055525,0.07117902447138619,-0.001591979998808557
wine_quality_iter7,mlp,shap,33,0,0.0669480060573476,0.0,0.06427537962562323,0.0007637397233983545,0.0,0.0027170831811078873,0.04373882889324597,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,34,1,0.0669480060573476,0.0,0.01358670104718031,0.027816468990602333,0.01107228192135741,0.001457686880296382,0.04271887973660516,0.06932941614571721,-0.001591979998808557
wine_quality_iter7,mlp,shap,35,0,0.0669480060573476,0.040826748935130455,0.03542437886853354,0.0,0.0,0.003926925830024526,0.0,0.04220016423790226,-0.001591979998808557
wine_quality_iter7,mlp,shap,36,0,0.0669480060573476,0.0,0.0024998335710866987,0.010312865411678479,0.0,0.0,0.01685531048902446,0.058932269003392324,-0.001591979998808557
wine_quality_iter7,mlp,shap,37,0,0.0669480060573476,0.0,0.057449941232991526,0.012923935085343985,0.0011502735097057848,0.0,0.05851726442670969,0.04196794521827727,-0.001591979998808557
wine_quality_iter7,mlp,shap,38,0,0.0669480060573476,0.0,0.0,0.0,0.0,0.0,0.047614979610229105,0.05408449792135983,-0.001591979998808557
wine_quality_iter7,mlp,shap,39,1,0.0669480060573476,0.006160008347842224,0.020206202327140654,0.0,0.008083148886459845,0.0,0.0,0.05143130283065874,-0.001591979998808557
wine_quality_iter7,mlp,shap,40,0,0.0669480060573476,0.0,0.06036135203795228,0.0,0.0,0.0,0.03308104972276604,0.11191210633423514,-0.001591979998808557
wine_quality_iter7,mlp,shap,41,1,0.0669480060573476,0.0018304769621118877,0.042317739509510024,0.023079879759868784,0.009080027128150175,0.004998960988152603,0.0,0.07260877119643337,-0.001591979998808557
wine_quality_iter7,mlp,shap,42,0,0.0669480060573476,0.0,0.008433638417568003,0.013759372065273605,0.0,0.0,0.025820930436826664,0.1136685191219051,-0.001591979998808557
wine_quality_iter7,mlp,shap,43,0,0.0669480060573476,0.0,0.051965572644338855,0.015516533953284409,0.0,0.05302599387714161,0.0,0.06743428902502674,-0.001591979998808557
wine_quality_iter7,mlp,shap,44,0,0.0669480060573476,0.0,0.044176331237777214,0.0,0.0,0.0032015713637238152,0.06504461463527138,0.06665734106995463,-0.001591979998808557
wine_quality_iter7,mlp,shap,45,0,0.0669480060573476,0.09577180117464214,0.057328641528311415,0.0,0.0,0.008713210726586658,0.004603190290240189,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,46,0,0.0669480060573476,0.0,0.016999255350548702,0.013772544030359378,0.0,0.008995827738836998,0.0,0.03883226198700321,-0.001591979998808557
wine_quality_iter7,mlp,shap,47,1,0.0669480060573476,0.0,0.013058456575204602,0.04345982597533596,0.013534114178502109,0.003141562683787515,0.04542671067128461,0.03842227737791151,-0.001591979998808557
wine_quality_iter7,mlp,shap,48,0,0.0669480060573476,0.0,0.04322873825814588,0.018241633148011107,0.0,0.005634169324331883,0.04217325198617608,0.12591846141281898,-0.001591979998808557
wine_quality_iter7,mlp,shap,49,0,0.0669480060573476,0.0,0.0,0.022043343955862382,0.0,0.010774589535872401,0.07164626695747886,0.09172012377966997,-0.001591979998808557
wine_quality_iter7,mlp,shap,50,0,0.0669480060573476,0.0,0.0,0.0,0.014358844519643974,0.0,0.0,0.090840922251562,-0.001591979998808557
wine_quality_iter7,mlp,shap,51,0,0.0669480060573476,0.04864528048346874,0.034384504103344,0.005733901938976188,0.0,0.0,0.0,0.09361656387401356,-0.001591979998808557
wine_quality_iter7,mlp,shap,52,1,0.0669480060573476,0.0053547290303221995,0.0,0.0637047385072314,0.0,0.0016393573211008136,0.03327705458106788,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,53,1,0.0669480060573476,0.004187989022869321,0.0,0.0,0.011209448394484987,0.0,0.045262535792321625,0.10272784668474609,-0.001591979998808557
wine_quality_iter7,mlp,shap,54,1,0.0669480060573476,0.0,0.031366220891421034,0.0,0.01120383731938987,0.0,0.03257915307232085,0.09323774141870127,-0.001591979998808557
wine_quality_iter7,mlp,shap,55,1,0.0669480060573476,0.0,0.0,0.035199211226987645,0.013117847934146923,0.0,0.0976923975602283,0.0984412675069801,-0.001591979998808557
wine_quality_iter7,mlp,shap,56,1,0.0669480060573476,0.0,0.04908224907727567,0.0,0.00987682056828187,0.004618017409856464,0.0,0.08251820209221186,-0.001591979998808557
wine_quality_iter7,mlp,shap,57,1,0.0669480060573476,0.0,0.0,0.014739066293333443,8.539880097128451e-05,0.0,0.011366336311012396,0.04403876347010162,-0.001591979998808557
wine_quality_iter7,mlp,shap,58,0,0.0669480060573476,0.043292802677868364,0.0,0.01343010433645913,0.0,0.0,0.015091334085215548,0.056904795266851556,-0.001591979998808557
wine_quality_iter7,mlp,shap,59,1,0.0669480060573476,0.0,0.015107077926724808,0.05955905364792201,0.003713011891741474,6.915484210509582e-05,0.030913824256741513,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,60,1,0.0669480060573476,0.0,0.0,0.0035805012263876545,0.0,0.004278961905029214,0.04782773109173379,0.07198382521832807,-0.001591979998808557
wine_quality_iter7,mlp,shap,61,0,0.0669480060573476,0.0,0.08861221240594591,0.0,0.012662071083218684,0.0,0.10315382417386916,0.0846072736917397,-0.001591979998808557
wine_quality_iter7,mlp,shap,62,1,0.0669480060573476,0.0,0.0,0.132410035540278,0.0,0.0,0.016004253280086367,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,63,1,0.0669480060573476,0.0,0.0255838967207478,0.0,0.0073609432785502315,0.009780095418021365,0.054195849591449866,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,64,1,0.0669480060573476,0.0036354606152399632,0.0,0.0,0.01796813321637578,0.0,0.0852015252605134,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,65,0,0.0669480060573476,0.0,0.0,0.013850025064533675,0.0,0.0,0.0369042809669187,0.11325077429686702,-0.001591979998808557
wine_quality_iter7,mlp,shap,66,1,0.0669480060573476,0.0078312187972086,0.0,0.05126528906953199,0.008229928997246363,0.0,0.0,0.018171571818463527,-0.001591979998808557
wine_quality_iter7,mlp,shap,67,1,0.0669480060573476,0.0005763753227917279,0.0,0.016780116887756255,0.0,0.0242238440413723,0.14054601610962267,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,68,1,0.0669480060573476,0.0024336167538177578,0.04706558701688,0.0,0.010195426352376722,0.005334390393106884,0.0,0.08891532035769657,-0.001591979998808557
wine_quality_iter7,mlp,shap,69,1,0.0669480060573476,0.0,0.06670455832718906,0.0,0.012760505949616745,0.0,0.028905584001356326,0.06235823248075227,-0.001591979998808557
wine_quality_iter7,mlp,shap,70,1,0.0669480060573476,0.005890928860276175,0.03759295514665345,0.0,0.006124898666181629,0.0,0.0,0.10172349631690816,-0.001591979998808557
wine_quality_iter7,mlp,shap,71,0,0.0669480060573476,0.0,0.03008256019512707,0.013883045285312477,0.0,0.0038731604491125415,0.05321743809369022,0.09072587223880448,-0.001591979998808557
wine_quality_iter7,mlp,shap,72,0,0.0669480060573476,0.0,0.0,0.010682627486795132,0.0077116437043462825,0.0,0.06889961087810134,0.0628391620743296,-0.001591979998808557
wine_quality_iter7,mlp,shap,73,1,0.0669480060573476,0.0053358641687112065,0.03418575017020485,0.08092949468833498,0.0,0.007743123868145998,0.0,0.06379674704315559,-0.001591979998808557
wine_quality_iter7,mlp,shap,74,0,0.0669480060573476,0.04622459262500315,0.0,0.012105506970768938,0.0,0.0,0.04491122448659967,0.09187139289869817,-0.001591979998808557
wine_quality_iter7,mlp,shap,75,0,0.0669480060573476,0.0,0.02210558226065975,0.008263211563338722,0.0,0.0,0.06430430814023412,0.07443685905455229,-0.001591979998808557
wine_quality_iter7,mlp,shap,76,0,0.0669480060573476,0.000796756511315444,0.03185002363645108,0.010227230537014123,0.0,0.0,0.10383066813533115,0.0626166775727119,-0.001591979998808557
wine_quality_iter7,mlp,shap,77,1,0.0669480060573476,0.0013311686953564605,0.04806425253304587,0.0,0.012061502833615272,0.005264922880427702,0.010319137593710816,0.09207079374391722,-0.001591979998808557
wine_quality_iter7,mlp,shap,78,0,0.0669480060573476,0.008667763410197522,0.044307978887506635,0.0,0.004603346629893852,0.0,0.04919943758665204,0.0820317211448327,-0.001591979998808557
wine_quality_iter7,mlp,shap,79,0,0.0669480060573476,0.0,0.014158619282146342,0.017317372911060492,0.0,0.0076511149251690495,0.029770859132210375,0.09608809623007578,-0.001591979998808557
wine_quality_iter7,mlp,shap,80,1,0.0669480060573476,0.012673090807138278,0.025231405668533727,0.0,0.008879221372115283,0.010934835441219527,0.019469274882322734,0.031915310819943706,-0.001591979998808557
wine_quality_iter7,mlp,shap,81,1,0.0669480060573476,0.0004270186894761023,0.03745721929239263,0.0,0.01955351763128575,0.00947420450821252,0.11287229606820318,0.05646315168766745,-0.001591979998808557
wine_quality_iter7,mlp,shap,82,1,0.0669480060573476,0.0,0.06670455832718906,0.0,0.012760505949616745,0.0,0.028905584001356326,0.06235823248075227,-0.001591979998808557
wine_quality_iter7,mlp,shap,83,1,0.0669480060573476,0.0,0.024278975946917407,0.0,0.011811609423067741,0.005797396810527433,0.0,0.05604791900682028,-0.001591979998808557
wine_quality_iter7,mlp,shap,84,0,0.0669480060573476,0.0,0.03574843093943905,0.01510560787927654,0.030813196470531143,0.0,0.06908182459477424,0.06442394993817185,-0.001591979998808557
wine_quality_iter7,mlp,shap,85,1,0.0669480060573476,0.0018705689254807237,0.02511908108388986,0.0,0.012875048502624659,0.01300089368808178,0.05592083278920618,0.024840344964038755,-0.001591979998808557
wine_quality_iter7,mlp,shap,86,0,0.0669480060573476,0.0,0.026656583660306075,0.01472448448149058,0.026809610688151502,0.0,0.07055056270498487,0.06386027644651053,-0.001591979998808557
wine_quality_iter7,mlp,shap,87,1,0.0669480060573476,0.0,0.007990313782305532,0.023395872733695578,0.009145614602790697,0.0,0.0,0.11916154100590329,-0.001591979998808557
wine_quality_iter7,mlp,shap,88,0,0.0669480060573476,0.002699369643524935,0.0,0.0,0.037368080504784386,0.0,0.04820789589577324,0.09299993913484247,-0.001591979998808557
wine_quality_iter7,mlp,shap,89,0,0.0669480060573476,0.012704108560614772,0.03270825304159204,0.0,0.00823014671194468,0.0,0.0,0.07096716320735734,-0.001591979998808557
wine_quality_iter7,mlp,shap,90,1,0.0669480060573476,0.004048048369722952,0.0,0.005060837393142136,0.009950653738836829,0.0,0.06166341398211505,0.09412109071259195,-0.001591979998808557
wine_quality_iter7,mlp,shap,91,1,0.0669480060573476,0.0,0.0645529079382672,0.0,0.01118830901144182,0.007477448865662109,0.0,0.016835351179698404,-0.001591979998808557
wine_quality_iter7,mlp,shap,92,0,0.0669480060573476,0.0021307496650097273,0.10108471777194585,0.03442520809956848,0.0,0.0,0.04543572065921923,0.06705234079884409,-0.001591979998808557
wine_quality_iter7,mlp,shap,93,1,0.0669480060573476,0.0,0.04491278072457492,0.0,0.011562707398100421,0.006340211493000592,0.0,0.039074087418724944,-0.001591979998808557
wine_quality_iter7,mlp,shap,94,1,0.0669480060573476,0.0021424439593113187,0.045751126426316374,0.016814134262856963,0.02222460781589089,0.009213324957714849,0.11099854553220677,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,95,0,0.0669480060573476,0.0,0.0569650390706,0.0,0.012256678980894603,0.0,0.04741264923451796,0.0786893212355864,-0.001591979998808557
wine_quality_iter7,mlp,shap,96,0,0.0669480060573476,0.0,0.08545024484614305,0.0,0.02013836028607009,0.0,0.06598688689302716,0.06726279010975747,-0.001591979998808557
wine_quality_iter7,mlp,shap,97,1,0.0669480060573476,0.012200577581649299,0.0496452956815888,0.0,0.009010298704598813,0.0,0.013677957667099155,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,98,1,0.0669480060573476,0.0063825204111499,0.0010773690926396684,0.0,0.0,0.0,0.04342332922522611,0.1499084805527994,-0.001591979998808557
wine_quality_iter7,mlp,shap,99,1,0.0669480060573476,0.002759552545872814,0.04125250526291099,0.0,0.010343254534698183,0.0012873358598777752,0.006164735898975933,0.10708809793705024,-0.001591979998808557
wine_quality_iter7,mlp,shap,100,0,0.0669480060573476,0.0,0.0,0.012937536140828784,0.0,0.0,0.07526175984068881,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,101,1,0.0669480060573476,0.0,0.0,0.0,0.010110606349213186,0.004305291541275487,0.0,0.055810633586931085,-0.001591979998808557
wine_quality_iter7,mlp,shap,102,1,0.0669480060573476,0.0,0.019573317462980917,0.032626362508469876,0.007459823505018226,0.004223905632292809,0.0,0.07337916492133122,-0.001591979998808557
wine_quality_iter7,mlp,shap,103,0,0.0669480060573476,0.0,0.1337128391961529,0.008991635025721145,0.0,0.0016287019423076587,0.017286868416755394,0.043943921323224285,-0.001591979998808557
wine_quality_iter7,mlp,shap,104,0,0.0669480060573476,0.00440340400342544,0.0,0.011316940987230215,0.0,0.0,0.07169655901908648,0.027045262728445874,-0.001591979998808557
wine_quality_iter7,mlp,shap,105,0,0.0669480060573476,0.04051385332908711,0.0,0.019551959205486996,0.0,0.0,0.01019014302695731,0.014647309128263297,-0.001591979998808557
wine_quality_iter7,mlp,shap,106,1,0.0669480060573476,0.016682155525018356,0.0,0.030600173325438153,0.006797299752960264,0.0,0.0,0.010569434272118544,-0.001591979998808557
wine_quality_iter7,mlp,shap,107,1,0.0669480060573476,0.003143517529871659,0.0,0.0,0.0,0.0,0.04954771586349261,0.12373736083903256,-0.001591979998808557
wine_quality_iter7,mlp,shap,108,1,0.0669480060573476,0.0,0.015056208011868221,0.007640369453163818,0.0,0.0,0.07904845270099646,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,109,1,0.0669480060573476,0.00033610143013057536,0.014111699804445318,0.0030579606277165734,0.011947649186784088,0.002441195060973271,0.07360281487933659,0.11531680660997756,-0.001591979998808557
wine_quality_iter7,mlp,shap,110,0,0.0669480060573476,0.03837244110502598,0.0,0.024908484389439146,0.0,0.0,0.0,0.05907792171497476,-0.001591979998808557
wine_quality_iter7,mlp,shap,111,0,0.0669480060573476,0.001242223864646432,0.059179254474439016,0.0015300274471115021,0.0,0.0,0.03795151846176321,0.1157629686195552,-0.001591979998808557
wine_quality_iter7,mlp,shap,112,1,0.0669480060573476,0.009280482586268495,0.009625095524739832,0.06862676232698413,0.0,0.0,0.007187982283996535,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,113,1,0.0669480060573476,0.0,0.057466468496500465,0.0,0.009706291818766116,0.009475986286724828,0.0,0.028165282517971763,-0.001591979998808557
wine_quality_iter7,mlp,shap,114,0,0.0669480060573476,0.0,0.0,0.0,0.0,0.0,0.10248368356745309,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,115,1,0.0669480060573476,0.005762118338283156,0.03723546562504853,0.005741400923375237,0.010064241393527249,0.0007275845533435132,0.04046772327205849,0.012145279999617693,-0.001591979998808557
wine_quality_iter7,mlp,shap,116,1,0.0669480060573476,0.0,0.03827965353680392,0.0,0.014006562209500452,0.013004348583164658,0.041935771267601764,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,117,1,0.0669480060573476,0.0,0.034781502809225366,0.0,0.012023040817661675,0.002657636334444117,0.06914049097278824,0.06792968128272234,-0.001591979998808557
wine_quality_iter7,mlp,shap,118,0,0.0669480060573476,0.002527881224977449,0.03046230711943502,0.013739183201649035,0.0,0.0,0.0,0.08741308950406286,-0.001591979998808557
wine_quality_iter7,mlp,shap,119,0,0.0669480060573476,0.0,0.05488943297429611,0.007174607812539563,0.0,0.01046934732751093,0.0,0.0,-0.001591979998808557
wine_quality_iter7,mlp,shap,120,0,0.0669480060573476,0.0,0.04319174339578593,0.015985822817208322,0.0,0.0,0.06485762704655038,0.08719478679595727,-0.001591979998808557
wine_quality_iter7,mlp,shap,121,0,0.0669480060573476,0.0,0.06046292220129737,0.02091388741801515,0.0,0.02581783518822859,0.0,0.07103720327750557,-0.001591979998808557
