appId,modelName,expMethod,instanceId,pred,i_max,a0_i,intercept
wine_quality_iter1,mlp,shap,76,0,0.049860019064866715,0.022840741849862733,-0.00872990133670648
wine_quality_iter1,mlp,shap,77,1,0.049860019064866715,0.04295602085498651,-0.00872990133670648
wine_quality_iter1,mlp,shap,78,0,0.049860019064866715,0.03221923468204657,-0.00872990133670648
wine_quality_iter1,mlp,shap,79,0,0.049860019064866715,0.009256277061425844,-0.00872990133670648
wine_quality_iter1,mlp,shap,80,1,0.049860019064866715,0.020117785953558287,-0.00872990133670648
wine_quality_iter1,mlp,shap,81,1,0.049860019064866715,0.03913864138034662,-0.00872990133670648
wine_quality_iter1,mlp,shap,82,1,0.049860019064866715,0.0708963537445434,-0.00872990133670648
wine_quality_iter1,mlp,shap,83,1,0.049860019064866715,0.01839169504550775,-0.00872990133670648
wine_quality_iter1,mlp,shap,84,0,0.049860019064866715,0.023884031749688783,-0.00872990133670648
wine_quality_iter1,mlp,shap,85,1,0.049860019064866715,0.020117785953558287,-0.00872990133670648
wine_quality_iter1,mlp,shap,86,0,0.049860019064866715,0.01762035844417731,-0.00872990133670648
wine_quality_iter1,mlp,shap,87,0,0.049860019064866715,0.0,-0.00872990133670648
wine_quality_iter1,mlp,shap,88,1,0.049860019064866715,0.01839169504550775,-0.00872990133670648
wine_quality_iter1,mlp,shap,89,0,0.049860019064866715,0.023884031749688783,-0.00872990133670648
wine_quality_iter1,mlp,shap,90,0,0.049860019064866715,0.07637101767154852,-0.00872990133670648
wine_quality_iter1,mlp,shap,91,1,0.049860019064866715,0.05145272257236322,-0.00872990133670648
wine_quality_iter1,mlp,shap,92,0,0.049860019064866715,0.07726630923839728,-0.00872990133670648
wine_quality_iter1,mlp,shap,93,1,0.049860019064866715,0.03340592625049432,-0.00872990133670648
wine_quality_iter1,mlp,shap,94,1,0.049860019064866715,0.03913864138034662,-0.00872990133670648
wine_quality_iter1,mlp,shap,95,0,0.049860019064866715,0.056415889240228334,-0.00872990133670648
wine_quality_iter1,mlp,shap,96,0,0.049860019064866715,0.07087728736492316,-0.00872990133670648
wine_quality_iter1,mlp,shap,97,1,0.049860019064866715,0.03913864138034662,-0.00872990133670648
wine_quality_iter1,mlp,shap,98,0,0.049860019064866715,0.0,-0.00872990133670648
wine_quality_iter1,mlp,shap,99,1,0.049860019064866715,0.037228491329229674,-0.00872990133670648
wine_quality_iter1,mlp,shap,100,1,0.049860019064866715,0.025752451442755064,-0.00872990133670648
wine_quality_iter1,mlp,shap,101,0,0.049860019064866715,0.007163468576394716,-0.00872990133670648
wine_quality_iter1,mlp,shap,102,1,0.049860019064866715,0.015802052043951353,-0.00872990133670648
wine_quality_iter1,mlp,shap,103,0,0.049860019064866715,0.09381059167476813,-0.00872990133670648
wine_quality_iter1,mlp,shap,104,1,0.049860019064866715,0.0295803809395202,-0.00872990133670648
wine_quality_iter1,mlp,shap,105,1,0.049860019064866715,0.037228491329229674,-0.00872990133670648
wine_quality_iter1,mlp,shap,106,0,0.049860019064866715,0.011348400093042055,-0.00872990133670648
wine_quality_iter1,mlp,shap,107,0,0.049860019064866715,0.022840741849862733,-0.00872990133670648
wine_quality_iter1,mlp,shap,108,1,0.049860019064866715,0.01321199180988153,-0.00872990133670648
wine_quality_iter1,mlp,shap,109,1,0.049860019064866715,0.014938738369024596,-0.00872990133670648
wine_quality_iter1,mlp,shap,110,1,0.049860019064866715,0.01321199180988153,-0.00872990133670648
wine_quality_iter1,mlp,shap,111,0,0.049860019064866715,0.05013385770412604,-0.00872990133670648
wine_quality_iter1,mlp,shap,112,1,0.049860019064866715,0.009592738174475035,-0.00872990133670648
wine_quality_iter1,mlp,shap,113,1,0.049860019064866715,0.044863309883154234,-0.00872990133670648
wine_quality_iter1,mlp,shap,114,1,0.049860019064866715,0.014938738369024596,-0.00872990133670648
wine_quality_iter1,mlp,shap,115,1,0.049860019064866715,0.0295803809395202,-0.00872990133670648
wine_quality_iter1,mlp,shap,116,1,0.049860019064866715,0.0295803809395202,-0.00872990133670648
wine_quality_iter1,mlp,shap,117,1,0.049860019064866715,0.03149345161823114,-0.00872990133670648
wine_quality_iter1,mlp,shap,118,0,0.049860019064866715,0.021797213531457582,-0.00872990133670648
wine_quality_iter1,mlp,shap,119,0,0.049860019064866715,0.041908535934411684,-0.00872990133670648
wine_quality_iter1,mlp,shap,120,0,0.049860019064866715,0.03221923468204657,-0.00872990133670648
wine_quality_iter1,mlp,shap,121,0,0.049860019064866715,0.0446536278495423,-0.00872990133670648
