appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,intercept
wine_quality_iter2,mlp,shap,29,0,0.05529794393250573,-0.006460176580227378,0.001911372920641613,-0.02126900782951946
wine_quality_iter2,mlp,shap,30,0,0.05529794393250573,-0.01550972387194638,0.0001298025823557314,-0.02126900782951946
wine_quality_iter2,mlp,shap,31,1,0.05529794393250573,0.0556290650596985,-0.004217213506881923,-0.02126900782951946
wine_quality_iter2,mlp,shap,32,0,0.05529794393250573,-0.1038760047119397,0.000989550753281665,-0.02126900782951946
wine_quality_iter2,mlp,shap,33,0,0.05529794393250573,-0.06744344314703571,-5.024958115357192e-05,-0.02126900782951946
wine_quality_iter2,mlp,shap,34,0,0.05529794393250573,0.018456234037876107,0.0009021171010458184,-0.02126900782951946
wine_quality_iter2,mlp,shap,35,0,0.05529794393250573,-0.040792666146388296,-0.005509697817839193,-0.02126900782951946
wine_quality_iter2,mlp,shap,36,0,0.05529794393250573,-0.0029481701552867556,-0.0006108387731588727,-0.02126900782951946
wine_quality_iter2,mlp,shap,37,0,0.05529794393250573,-0.06085310721626641,-0.0028011523187160825,-0.02126900782951946
wine_quality_iter2,mlp,shap,38,0,0.05529794393250573,0.01634497934809101,-0.002716661130006487,-0.02126900782951946
wine_quality_iter2,mlp,shap,39,1,0.05529794393250573,0.024395677561943246,0.002277504595426555,-0.02126900782951946
wine_quality_iter2,mlp,shap,40,0,0.05529794393250573,-0.06679912719589007,-0.0029871091819726747,-0.02126900782951946
wine_quality_iter2,mlp,shap,41,1,0.05529794393250573,0.0483283707155632,-0.0003859863258325602,-0.02126900782951946
wine_quality_iter2,mlp,shap,42,0,0.05529794393250573,-0.008794892464692644,-0.002055403647514581,-0.02126900782951946
wine_quality_iter2,mlp,shap,43,0,0.05529794393250573,-0.05200359746813779,0.019527842161747216,-0.02126900782951946
wine_quality_iter2,mlp,shap,44,0,0.05529794393250573,-0.054025128827645236,0.000773071898863914,-0.02126900782951946
wine_quality_iter2,mlp,shap,45,0,0.05529794393250573,-0.05810324836235767,-0.007864386645647287,-0.02126900782951946
wine_quality_iter2,mlp,shap,46,0,0.05529794393250573,-0.01876134660381526,0.0010206939509281032,-0.02126900782951946
wine_quality_iter2,mlp,shap,47,0,0.05529794393250573,0.021893671957346122,-0.0007533207535743436,-0.02126900782951946
wine_quality_iter2,mlp,shap,48,0,0.05529794393250573,-0.049396084134395224,0.00021046468844776456,-0.02126900782951946
wine_quality_iter2,mlp,shap,49,1,0.05529794393250573,0.05111143669256796,0.004125125706195887,-0.02126900782951946
wine_quality_iter2,mlp,shap,50,1,0.05529794393250573,0.027699241500634464,0.0007557619076508648,-0.02126900782951946
wine_quality_iter2,mlp,shap,51,0,0.05529794393250573,-0.03200591080463844,-0.00674594537569928,-0.02126900782951946
wine_quality_iter2,mlp,shap,52,0,0.05529794393250573,-0.009373160165089767,0.00048945970260178,-0.02126900782951946
wine_quality_iter2,mlp,shap,53,0,0.05529794393250573,-0.028978060759030783,0.013209219162280711,-0.02126900782951946
wine_quality_iter2,mlp,shap,54,1,0.05529794393250573,0.041685422166035685,0.0026052240568858742,-0.02126900782951946
wine_quality_iter2,mlp,shap,55,0,0.05529794393250573,-0.04491214408324318,-0.005454928829119687,-0.02126900782951946
wine_quality_iter2,mlp,shap,56,1,0.05529794393250573,0.052415636181831426,-0.0014380044662035685,-0.02126900782951946
wine_quality_iter2,mlp,shap,57,0,0.05529794393250573,-0.05846405143921185,7.604177181264049e-07,-0.02126900782951946
wine_quality_iter2,mlp,shap,58,1,0.05529794393250573,0.04626012541926833,-0.01741328107622958,-0.02126900782951946
wine_quality_iter2,mlp,shap,59,1,0.05529794393250573,0.021363497066956366,0.001948459962239607,-0.02126900782951946
wine_quality_iter2,mlp,shap,60,0,0.05529794393250573,-0.013744829938961978,-0.004882352397991951,-0.02126900782951946
wine_quality_iter2,mlp,shap,61,0,0.05529794393250573,-0.09998430529466043,-0.0065853580832480885,-0.02126900782951946
wine_quality_iter2,mlp,shap,62,0,0.05529794393250573,-0.00768791660666443,-0.004646982195285837,-0.02126900782951946
wine_quality_iter2,mlp,shap,63,1,0.05529794393250573,0.031243653882008338,-0.0012044782248826769,-0.02126900782951946
wine_quality_iter2,mlp,shap,64,0,0.05529794393250573,-0.03727576262675791,0.0017108475932707812,-0.02126900782951946
wine_quality_iter2,mlp,shap,65,0,0.05529794393250573,0.015633207846146496,-0.000425724169382774,-0.02126900782951946
wine_quality_iter2,mlp,shap,66,0,0.05529794393250573,-0.0032693507006534284,0.0010890866128297483,-0.02126900782951946
wine_quality_iter2,mlp,shap,67,0,0.05529794393250573,-0.00954597471998292,-0.02935703883950519,-0.02126900782951946
wine_quality_iter2,mlp,shap,68,1,0.05529794393250573,0.052621747152163556,-0.0008696126823242722,-0.02126900782951946
wine_quality_iter2,mlp,shap,69,1,0.05529794393250573,0.08265204366583079,0.006376179995445264,-0.02126900782951946
wine_quality_iter2,mlp,shap,70,1,0.05529794393250573,0.04632104887412142,0.0038300452324060985,-0.02126900782951946
wine_quality_iter2,mlp,shap,71,0,0.05529794393250573,-0.03410807607265626,0.0002975045488431971,-0.02126900782951946
wine_quality_iter2,mlp,shap,72,0,0.05529794393250573,0.012765720200080294,-0.001313627167390058,-0.02126900782951946
wine_quality_iter2,mlp,shap,73,1,0.05529794393250573,0.043355896610480255,-0.014349431028733012,-0.02126900782951946
wine_quality_iter2,mlp,shap,74,0,0.05529794393250573,0.02062211260199548,-0.009940349998382392,-0.02126900782951946
wine_quality_iter2,mlp,shap,75,0,0.05529794393250573,-0.02447320446372031,-0.0015077307247198246,-0.02126900782951946
wine_quality_iter2,mlp,shap,76,0,0.05529794393250573,-0.034451961918519014,-0.004036829162102518,-0.02126900782951946
wine_quality_iter2,mlp,shap,77,1,0.05529794393250573,0.05925578543773061,-0.0003756507084919092,-0.02126900782951946
wine_quality_iter2,mlp,shap,78,0,0.05529794393250573,-0.04894677475094797,-0.0019795387410199983,-0.02126900782951946
wine_quality_iter2,mlp,shap,79,0,0.05529794393250573,-0.01567097804867304,0.001076586372577265,-0.02126900782951946
wine_quality_iter2,mlp,shap,80,1,0.05529794393250573,0.03116438079338804,-0.0016853695878615016,-0.02126900782951946
wine_quality_iter2,mlp,shap,81,1,0.05529794393250573,0.053298393579629705,-0.004826600735004044,-0.02126900782951946
wine_quality_iter2,mlp,shap,82,1,0.05529794393250573,0.08265204366583079,0.006376179995445264,-0.02126900782951946
wine_quality_iter2,mlp,shap,83,0,0.05529794393250573,0.02691200541762201,-0.006994115675871104,-0.02126900782951946
wine_quality_iter2,mlp,shap,84,0,0.05529794393250573,-0.03676779636969926,-0.001723527908325223,-0.02126900782951946
wine_quality_iter2,mlp,shap,85,1,0.05529794393250573,0.030403857792799138,-0.005097052512260392,-0.02126900782951946
wine_quality_iter2,mlp,shap,86,0,0.05529794393250573,-0.0274109224860484,-0.002094673766539684,-0.02126900782951946
wine_quality_iter2,mlp,shap,87,0,0.05529794393250573,0.009846072128185807,-0.008118149065054286,-0.02126900782951946
wine_quality_iter2,mlp,shap,88,1,0.05529794393250573,0.028187903016805654,-0.0031001448058164682,-0.02126900782951946
wine_quality_iter2,mlp,shap,89,0,0.05529794393250573,-0.036935966691145405,-0.0009715002889817415,-0.02126900782951946
wine_quality_iter2,mlp,shap,90,0,0.05529794393250573,-0.09003987105993128,0.021991825333008475,-0.02126900782951946
wine_quality_iter2,mlp,shap,91,1,0.05529794393250573,0.06591807368856198,-0.003120542890750283,-0.02126900782951946
wine_quality_iter2,mlp,shap,92,0,0.05529794393250573,-0.10289941464479146,-0.0065205726485986215,-0.02126900782951946
wine_quality_iter2,mlp,shap,93,1,0.05529794393250573,0.045806544331403964,-0.0078018039464951006,-0.02126900782951946
wine_quality_iter2,mlp,shap,94,1,0.05529794393250573,0.05452532796905585,-0.0015162507501931266,-0.02126900782951946
wine_quality_iter2,mlp,shap,95,0,0.05529794393250573,-0.07728653624653814,-0.0025938063286817803,-0.02126900782951946
wine_quality_iter2,mlp,shap,96,0,0.05529794393250573,-0.0925941644952846,-0.00677245637545229,-0.02126900782951946
wine_quality_iter2,mlp,shap,97,1,0.05529794393250573,0.056391155433196255,0.004293033079459191,-0.02126900782951946
wine_quality_iter2,mlp,shap,98,0,0.05529794393250573,-0.0011545483309489124,0.008898368191260608,-0.02126900782951946
wine_quality_iter2,mlp,shap,99,1,0.05529794393250573,0.05367881294626464,0.002373677434829524,-0.02126900782951946
wine_quality_iter2,mlp,shap,100,1,0.05529794393250573,0.039222950832201814,-0.00014121412084641682,-0.02126900782951946
wine_quality_iter2,mlp,shap,101,0,0.05529794393250573,-0.00974574169287315,-0.0055303483055187674,-0.02126900782951946
wine_quality_iter2,mlp,shap,102,1,0.05529794393250573,0.023423399317723054,-0.0007010514346452446,-0.02126900782951946
wine_quality_iter2,mlp,shap,103,0,0.05529794393250573,-0.12390614037330344,-0.00033162121589352944,-0.02126900782951946
wine_quality_iter2,mlp,shap,104,1,0.05529794393250573,0.04201586515857619,-0.0062527958590249955,-0.02126900782951946
wine_quality_iter2,mlp,shap,105,1,0.05529794393250573,0.05025459785874076,-0.007540673304062606,-0.02126900782951946
wine_quality_iter2,mlp,shap,106,0,0.05529794393250573,-0.01819500057743137,0.007589113311125634,-0.02126900782951946
wine_quality_iter2,mlp,shap,107,0,0.05529794393250573,-0.03318783411612869,0.01290313601493831,-0.02126900782951946
wine_quality_iter2,mlp,shap,108,0,0.05529794393250573,0.018170040788558828,0.0027676844252990107,-0.02126900782951946
wine_quality_iter2,mlp,shap,109,1,0.05529794393250573,0.021612387379774778,0.0005150465437998575,-0.02126900782951946
wine_quality_iter2,mlp,shap,110,0,0.05529794393250573,0.01788363089928277,-0.010410177707672247,-0.02126900782951946
wine_quality_iter2,mlp,shap,111,0,0.05529794393250573,-0.070130894333124,-0.0015676974677123756,-0.02126900782951946
wine_quality_iter2,mlp,shap,112,0,0.05529794393250573,0.012032257765531656,0.0025778085566483255,-0.02126900782951946
wine_quality_iter2,mlp,shap,113,1,0.05529794393250573,0.058151857153727504,-0.008466096508961463,-0.02126900782951946
wine_quality_iter2,mlp,shap,114,1,0.05529794393250573,0.02182569412084731,-0.000487962135901826,-0.02126900782951946
wine_quality_iter2,mlp,shap,115,1,0.05529794393250573,0.04427859147007657,0.00199003488971633,-0.02126900782951946
wine_quality_iter2,mlp,shap,116,1,0.05529794393250573,0.04260843161206987,-0.004312045700275019,-0.02126900782951946
wine_quality_iter2,mlp,shap,117,1,0.05529794393250573,0.0467894093921552,0.002180380259568848,-0.02126900782951946
wine_quality_iter2,mlp,shap,118,0,0.05529794393250573,-0.03363656934637299,-0.0019285543033708552,-0.02126900782951946
wine_quality_iter2,mlp,shap,119,0,0.05529794393250573,-0.06083748827760033,0.0018393647785370226,-0.02126900782951946
wine_quality_iter2,mlp,shap,120,0,0.05529794393250573,-0.04916823242719354,-0.0009846809964913494,-0.02126900782951946
wine_quality_iter2,mlp,shap,121,0,0.05529794393250573,-0.06036984834533471,0.010153783800510296,-0.02126900782951946
