appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,a3_i,a4_i,intercept
wine_quality_iter5,mlp,shap,14,1,0.11119977474518311,0.09649450253408673,0.0057344456876700645,0.03362404139855739,0.04618369272408576,0.018899888992309613,-0.011480287290536462
wine_quality_iter5,mlp,shap,15,0,0.11119977474518311,-0.0741109616080156,-0.025584244606777638,0.007551818901720769,-0.025222746390753826,-0.10408650422994142,-0.011480287290536462
wine_quality_iter5,mlp,shap,16,1,0.11119977474518311,0.05699453992243765,0.010874341669946212,0.021861717719107145,0.0017858250190814218,0.11968102699957585,-0.011480287290536462
wine_quality_iter5,mlp,shap,17,0,0.11119977474518311,-0.10111845737753007,-0.03928092293823371,-0.024124381264241823,-0.032722837437803985,-0.09131301602109884,-0.011480287290536462
wine_quality_iter5,mlp,shap,18,1,0.11119977474518311,0.05791304716506061,0.0018699624112402827,0.0008971382400545791,0.02157051143355859,0.16090382237655987,-0.011480287290536462
wine_quality_iter5,mlp,shap,19,0,0.11119977474518311,-0.057128458632490546,0.01641395936409628,0.010569984021668283,-0.026979486391139257,0.03354257189501547,-0.011480287290536462
wine_quality_iter5,mlp,shap,20,1,0.11119977474518311,0.02058792108908675,0.013935839742040055,-0.009943269356512126,0.0003830578264135548,0.08950670962723406,-0.011480287290536462
wine_quality_iter5,mlp,shap,21,1,0.11119977474518311,-0.05221462443279906,0.008269250344198467,-0.04048818412499547,-0.03552562573017208,0.20447912215135783,-0.011480287290536462
wine_quality_iter5,mlp,shap,22,1,0.11119977474518311,0.02859879414527077,0.00361036291011637,0.059910210112157476,0.018934303331069456,-0.08796984898642844,-0.011480287290536462
wine_quality_iter5,mlp,shap,23,1,0.11119977474518311,0.07106245848326344,0.007138265807850226,-0.0002454607389294483,0.04322340560074039,-0.037257340392814156,-0.011480287290536462
wine_quality_iter5,mlp,shap,24,0,0.11119977474518311,-0.012701734467767725,0.010240268509548428,-0.011146383877748136,-0.04900368402592645,-0.13051036075903816,-0.011480287290536462
wine_quality_iter5,mlp,shap,25,0,0.11119977474518311,-0.0862374788732865,0.003836966343224002,-0.030377609235927087,-0.023210544020701693,-0.13344867652234343,-0.011480287290536462
wine_quality_iter5,mlp,shap,26,0,0.11119977474518311,-0.05381715401720541,-0.011964379560488934,-0.0020351275457785225,0.002578014203180115,0.014001973303846787,-0.011480287290536462
wine_quality_iter5,mlp,shap,27,0,0.11119977474518311,0.019427019473260757,-0.0027959701858270014,0.024263898150470024,-0.011863072100931267,-0.0876815786241338,-0.011480287290536462
wine_quality_iter5,mlp,shap,28,1,0.11119977474518311,0.06148442532867197,0.009776879278704104,0.014022195195922462,0.013132128124244764,0.03919524026509276,-0.011480287290536462
wine_quality_iter5,mlp,shap,29,0,0.11119977474518311,-0.009002350719693325,-0.022592330857729406,-0.024484676633698816,-0.021921009025894726,-0.17835946268855749,-0.011480287290536462
wine_quality_iter5,mlp,shap,30,0,0.11119977474518311,-0.024595602106016416,-0.0019693891025888907,-0.007655030337090628,0.03892514979227995,-0.030593287544563794,-0.011480287290536462
wine_quality_iter5,mlp,shap,31,0,0.11119977474518311,0.08408652087339215,0.007318236864148061,0.027630309425294354,0.02564704799690305,-0.1426948212239985,-0.011480287290536462
wine_quality_iter5,mlp,shap,32,0,0.11119977474518311,-0.1278597925125787,0.010903419092870681,-0.012135005262799871,-0.038813386511726305,-0.1011538790042201,-0.011480287290536462
wine_quality_iter5,mlp,shap,33,0,0.11119977474518311,-0.09884843218976093,0.012504829569504855,-0.009958178537587362,-0.019010964806836426,0.044395244492170055,-0.011480287290536462
wine_quality_iter5,mlp,shap,34,1,0.11119977474518311,0.02489440516115,0.010212556965267117,-0.006208078701717773,0.026665373242054282,0.14182202360855456,-0.011480287290536462
wine_quality_iter5,mlp,shap,35,0,0.11119977474518311,-0.07585956861766478,0.0018412965029859923,0.04287001884518518,0.010840929184013423,-0.0803326295507259,-0.011480287290536462
wine_quality_iter5,mlp,shap,36,0,0.11119977474518311,-0.005248826576922179,-0.005240007305565612,0.0025040265296895903,-0.00959604757623034,-0.09083410738561384,-0.011480287290536462
wine_quality_iter5,mlp,shap,37,0,0.11119977474518311,-0.09231538979384374,-0.007950522712407992,0.007601586800928345,-0.028451983955426165,-0.06599931431313354,-0.011480287290536462
wine_quality_iter5,mlp,shap,38,0,0.11119977474518311,0.02385975574262623,-0.00019335562888624092,0.026001212435463994,-0.024427987358126922,-0.08581071400489546,-0.011480287290536462
wine_quality_iter5,mlp,shap,39,1,0.11119977474518311,0.0312701784465939,0.010924835972105895,-0.02183373912309218,-0.006999669027252062,0.0802250328745979,-0.011480287290536462
wine_quality_iter5,mlp,shap,40,0,0.11119977474518311,-0.09073131085301817,0.010168449691472832,0.00857812769519975,-0.01604738216274063,-0.15196659693351147,-0.011480287290536462
wine_quality_iter5,mlp,shap,41,1,0.11119977474518311,0.06458915558763033,0.007911617182768478,0.009662871901423566,-0.013543775125573837,0.12138246812499473,-0.011480287290536462
wine_quality_iter5,mlp,shap,42,0,0.11119977474518311,-0.01440935027618438,0.012728076555216933,0.013391589304575522,-0.014363288269975256,-0.1572542932381232,-0.011480287290536462
wine_quality_iter5,mlp,shap,43,0,0.11119977474518311,-0.07413842276120798,0.01054890735409203,-0.06970872515287148,0.05360142923222892,-0.09943813814089082,-0.011480287290536462
wine_quality_iter5,mlp,shap,44,0,0.11119977474518311,-0.06911543375215462,0.014086955536443513,-0.01728398016725601,-0.027661344323976003,-0.12085608589821131,-0.011480287290536462
wine_quality_iter5,mlp,shap,45,0,0.11119977474518311,-0.11534372038566135,0.0013557919363180876,0.019111155789249927,-0.002533908050793907,0.025346058047352647,-0.011480287290536462
wine_quality_iter5,mlp,shap,46,0,0.11119977474518311,-0.027740250467680937,-0.0011233910029897765,-0.018845542474434925,0.02992359703836528,-0.06363100452205302,-0.011480287290536462
wine_quality_iter5,mlp,shap,47,1,0.11119977474518311,0.03274872504747828,0.010349102625862056,0.010733368407266363,0.03288620427346394,0.09154979603985938,-0.011480287290536462
wine_quality_iter5,mlp,shap,48,0,0.11119977474518311,-0.060338557263215374,0.0022058639675378577,-0.012289836902457971,-0.02059186583814718,-0.16854320818032958,-0.011480287290536462
wine_quality_iter5,mlp,shap,49,0,0.11119977474518311,0.06510586734670089,0.006611375901370453,-0.029341471325128515,-0.035503591297146656,-0.13395737404433564,-0.011480287290536462
wine_quality_iter5,mlp,shap,50,0,0.11119977474518311,0.03750519395065605,-0.019930624581682366,-0.0034694711768474664,0.0023932071288044476,-0.13151853516029227,-0.011480287290536462
wine_quality_iter5,mlp,shap,51,0,0.11119977474518311,-0.0564904470493396,0.014576045894660983,0.05423704567054906,0.0030228649987242423,-0.1249700884903088,-0.011480287290536462
wine_quality_iter5,mlp,shap,52,0,0.11119977474518311,-0.014508205118278614,-0.023550592206227447,-0.009653440510424292,0.028441915087019716,-0.03986614187080887,-0.011480287290536462
wine_quality_iter5,mlp,shap,53,1,0.11119977474518311,-0.038320247620726146,0.00715694729620836,-0.053034125786179095,0.0339526386530353,0.17826246688763284,-0.011480287290536462
wine_quality_iter5,mlp,shap,54,1,0.11119977474518311,0.050098303519189355,0.0073587685489119835,-0.01149502994062801,0.01916912987064096,0.155571312825076,-0.011480287290536462
wine_quality_iter5,mlp,shap,55,1,0.11119977474518311,-0.07093611507557128,0.004181505520947426,0.008696628998105405,0.06501933983980847,0.20481622405445715,-0.011480287290536462
wine_quality_iter5,mlp,shap,56,1,0.11119977474518311,0.06743171480412662,0.0077368989758766216,0.011889782655888715,-0.040507109775566055,0.13010700155718197,-0.011480287290536462
wine_quality_iter5,mlp,shap,57,0,0.11119977474518311,-0.08784574190202422,-0.006713538370453412,-0.010371096238302818,0.005246605129960238,0.06772753141915941,-0.011480287290536462
wine_quality_iter5,mlp,shap,58,1,0.11119977474518311,0.08800201445340339,0.01205908571298311,0.06593515231250177,-0.006039256920608152,-0.08037941489082105,-0.011480287290536462
wine_quality_iter5,mlp,shap,59,0,0.11119977474518311,0.029386603155961328,-0.0017676504261982043,-0.022544633222696106,0.018698129489635833,-0.04045332980461609,-0.011480287290536462
wine_quality_iter5,mlp,shap,60,1,0.11119977474518311,-0.025198212720644746,-0.0016522092945300826,0.021534714865952008,0.027183533239250036,0.12523251878336444,-0.011480287290536462
wine_quality_iter5,mlp,shap,61,0,0.11119977474518311,-0.1260775667457626,-0.02471388919517782,0.01457860789715476,-0.04815126386781538,-0.12520633412572812,-0.011480287290536462
wine_quality_iter5,mlp,shap,62,0,0.11119977474518311,-0.015064173493629861,-0.022636719450163587,0.03235498871081143,0.013660171622267125,-0.1934322118911986,-0.011480287290536462
wine_quality_iter5,mlp,shap,63,1,0.11119977474518311,0.047275909550296945,0.002899291354876297,0.02034201533461994,0.030293662591049333,-0.0036972540425948552,-0.011480287290536462
wine_quality_iter5,mlp,shap,64,0,0.11119977474518311,-0.05305405105249235,0.013114756513864637,-0.025385604444413682,0.04749793958205433,-0.04186883520430471,-0.011480287290536462
wine_quality_iter5,mlp,shap,65,0,0.11119977474518311,0.019095991490743036,0.014907753454186984,0.004749380616614479,-0.01899595108647379,-0.1605229451717474,-0.011480287290536462
wine_quality_iter5,mlp,shap,66,1,0.11119977474518311,-0.004665001605947837,0.012576795703707625,-0.015025448966293663,-0.0018207735979022532,0.035823946942885675,-0.011480287290536462
wine_quality_iter5,mlp,shap,67,1,0.11119977474518311,-0.020280662629848834,-0.009193514814743592,0.047376636308737306,0.25851987795952014,-0.10359519675374013,-0.011480287290536462
wine_quality_iter5,mlp,shap,68,1,0.11119977474518311,0.06718247272551825,0.008221418281587314,0.010284710799654349,-0.018643670333310575,0.1407598234760837,-0.011480287290536462
wine_quality_iter5,mlp,shap,69,1,0.11119977474518311,0.11463853772634108,0.005966669324880991,-0.024415646642446456,0.018631661047156127,0.10428385888727805,-0.011480287290536462
wine_quality_iter5,mlp,shap,70,1,0.11119977474518311,0.052156399966050405,0.003810951244563654,-0.02299073615326326,-0.03455690906120404,0.1691178198731861,-0.011480287290536462
wine_quality_iter5,mlp,shap,71,0,0.11119977474518311,-0.04500429778049391,0.01473719655607758,-0.010286352904752298,-0.025518306642770792,-0.13210171690067413,-0.011480287290536462
wine_quality_iter5,mlp,shap,72,0,0.11119977474518311,0.016372321785833543,-0.01683522214396643,0.011920392695718901,-0.038705724739493456,-0.098351285443283,-0.011480287290536462
wine_quality_iter5,mlp,shap,73,1,0.11119977474518311,0.07385815032972741,-0.03760445802735213,0.03187052883685406,-0.04201895426863275,0.13461348763643155,-0.011480287290536462
wine_quality_iter5,mlp,shap,74,0,0.11119977474518311,0.0304430757434321,0.01175829345981283,0.0535789611964271,-0.023481973365713386,-0.13804125146797053,-0.011480287290536462
wine_quality_iter5,mlp,shap,75,0,0.11119977474518311,-0.03656813437835533,0.009127053718727293,0.006098404302237931,-0.030103825706128937,-0.11437512414577665,-0.011480287290536462
wine_quality_iter5,mlp,shap,76,0,0.11119977474518311,-0.05527198288207632,0.008092266523685221,0.016136017835292962,-0.04865355382554035,-0.0991197361424565,-0.011480287290536462
wine_quality_iter5,mlp,shap,77,1,0.11119977474518311,0.07372740459556751,0.007486623240969163,0.008114614482873667,0.0063862695735999175,0.14932909657748836,-0.011480287290536462
wine_quality_iter5,mlp,shap,78,0,0.11119977474518311,-0.0719296062518007,-0.011809284761548041,0.005014302083888117,-0.0222025721749434,-0.12229567517454804,-0.011480287290536462
wine_quality_iter5,mlp,shap,79,0,0.11119977474518311,-0.020988156847082662,0.00422733632417821,-0.017460595950102253,-0.014662689457719152,-0.13704255439150015,-0.011480287290536462
wine_quality_iter5,mlp,shap,80,1,0.11119977474518311,0.04698646326000115,0.008741026691710369,0.02161837550214466,0.011657117440914539,0.04985624497804112,-0.011480287290536462
wine_quality_iter5,mlp,shap,81,1,0.11119977474518311,0.07499025628543818,0.005135751326496851,0.01538306854092164,0.08463958608989525,0.10374994522677014,-0.011480287290536462
wine_quality_iter5,mlp,shap,82,1,0.11119977474518311,0.11463853772634108,0.005966669324880991,-0.024415646642446456,0.018631661047156127,0.10428385888727805,-0.011480287290536462
wine_quality_iter5,mlp,shap,83,1,0.11119977474518311,0.04435572839031617,0.010744379039567273,0.02796294089693287,-0.009600132494591768,0.08933085517336929,-0.011480287290536462
wine_quality_iter5,mlp,shap,84,0,0.11119977474518311,-0.05470570598943874,-0.03318828100672897,0.004632385066495492,-0.04087786112744837,-0.09587947455354229,-0.011480287290536462
wine_quality_iter5,mlp,shap,85,1,0.11119977474518311,0.04837050783233005,0.009775150724901593,0.03246319370869648,0.029032649128482912,0.03867888141614497,-0.011480287290536462
wine_quality_iter5,mlp,shap,86,0,0.11119977474518311,-0.042383855576507534,-0.03140944879597578,0.008012465440118854,-0.04234640615013163,-0.09642112816277984,-0.011480287290536462
wine_quality_iter5,mlp,shap,87,1,0.11119977474518311,0.01380258084489748,0.004576553279199709,0.013119061906368386,-0.006590612415128788,0.20406176741497628,-0.011480287290536462
wine_quality_iter5,mlp,shap,88,0,0.11119977474518311,0.03762897850324701,-0.041919783786512274,0.024642747199306148,-0.035030347578800664,-0.14495238411693998,-0.011480287290536462
wine_quality_iter5,mlp,shap,89,0,0.11119977474518311,-0.05710021763466865,-0.015632492922819586,-0.0007446321042685333,0.0037102322758008066,-0.11084695814511707,-0.011480287290536462
wine_quality_iter5,mlp,shap,90,0,0.11119977474518311,-0.14566223014528157,0.004744489909364671,-0.04487365558456907,0.0430043239366167,0.14923920074812094,-0.011480287290536462
wine_quality_iter5,mlp,shap,91,1,0.11119977474518311,0.09924198366606071,0.012325311839007501,0.020318169385576845,-0.02844209157599084,0.02764835606496306,-0.011480287290536462
wine_quality_iter5,mlp,shap,92,0,0.11119977474518311,-0.14794158193832008,-0.0013157047044772274,0.016953846788368025,-0.02289612384942867,-0.08955071193094435,-0.011480287290536462
wine_quality_iter5,mlp,shap,93,1,0.11119977474518311,0.07739790864002243,0.011646538482835728,0.032651693829550126,-0.03407073290111154,0.06202190289799217,-0.011480287290536462
wine_quality_iter5,mlp,shap,94,1,0.11119977474518311,0.07796045059672527,0.009321837664987717,0.015510936036514936,0.08611247706967294,-0.09128472184332508,-0.011480287290536462
wine_quality_iter5,mlp,shap,95,0,0.11119977474518311,-0.10026262941268768,-0.020920460484922004,0.0027297479554246884,-0.027053671951095273,-0.14325722389114204,-0.011480287290536462
wine_quality_iter5,mlp,shap,96,0,0.11119977474518311,-0.13231864663079765,-0.03237546851237619,0.017982227032383336,-0.036556920378636136,-0.1095690193352026,-0.011480287290536462
wine_quality_iter5,mlp,shap,97,1,0.11119977474518311,0.07942604189977427,0.007164293293578497,-0.021895153567385923,0.007425182446455344,-0.02645538249172459,-0.011480287290536462
wine_quality_iter5,mlp,shap,98,1,0.11119977474518311,0.0005123637167689377,-0.013524235490804955,-0.04069526530038082,0.04424574678715995,0.2705584793165324,-0.011480287290536462
wine_quality_iter5,mlp,shap,99,1,0.11119977474518311,0.060388199997445,0.007557870526917463,-0.0032256091892337024,0.0038259179049578654,0.17661105686941955,-0.011480287290536462
wine_quality_iter5,mlp,shap,100,1,0.11119977474518311,0.05355513153549945,0.01634367847098754,0.010257048808420377,-0.03876945005873065,0.037342938211483774,-0.011480287290536462
wine_quality_iter5,mlp,shap,101,1,0.11119977474518311,-0.021864447007194504,0.00840577897735138,0.018642042787411307,-0.007740633934736271,0.08727204496852853,-0.011480287290536462
wine_quality_iter5,mlp,shap,102,1,0.11119977474518311,0.03178300263789988,0.011208992264209721,0.008430512893276435,-0.013631482943892548,0.13141638474586673,-0.011480287290536462
wine_quality_iter5,mlp,shap,103,0,0.11119977474518311,-0.1783358594565054,0.011025948218810255,-0.007738609284353623,-0.008278081529797681,-0.05924038524715565,-0.011480287290536462
wine_quality_iter5,mlp,shap,104,1,0.11119977474518311,0.0698813500847572,0.014018234635392784,0.033828628288629724,-0.03520746973653631,-0.041634564086412744,-0.011480287290536462
wine_quality_iter5,mlp,shap,105,1,0.11119977474518311,0.08631572164881682,0.007198749380425047,0.0412090561787287,-0.0041006681600059824,-0.021614710162274304,-0.011480287290536462
wine_quality_iter5,mlp,shap,106,0,0.11119977474518311,-0.024788988897433632,0.005822734630260674,-0.046372857260016255,-0.003800510123181028,0.012588597905750454,-0.011480287290536462
wine_quality_iter5,mlp,shap,107,1,0.11119977474518311,-0.046038394847359325,-0.01387201111668196,-0.04539173255555135,0.059206280555480655,0.21870699080137085,-0.011480287290536462
wine_quality_iter5,mlp,shap,108,1,0.11119977474518311,0.027178419400484176,-0.0018438217015220165,-0.028389286397932475,0.11589132877878651,-0.026522244436618585,-0.011480287290536462
wine_quality_iter5,mlp,shap,109,1,0.11119977474518311,0.025387075979931215,0.005084336918707163,-0.001013099534007189,0.04350488066195685,0.2235219474662189,-0.011480287290536462
wine_quality_iter5,mlp,shap,110,1,0.11119977474518311,0.02859879414527077,0.00361036291011637,0.059910210112157476,0.018934303331069456,-0.08796984898642844,-0.011480287290536462
wine_quality_iter5,mlp,shap,111,0,0.11119977474518311,-0.08799789801239967,0.017994488129057865,-0.002635909485129151,-0.016789650011521155,-0.15656412270302184,-0.011480287290536462
wine_quality_iter5,mlp,shap,112,0,0.11119977474518311,0.015551395271068967,-0.03681678822980471,-0.029537530825115184,0.005012296757254814,-0.04022893309497681,-0.011480287290536462
wine_quality_iter5,mlp,shap,113,1,0.11119977474518311,0.09990906833456106,0.008252862760653873,0.03682975667887014,-0.0275723396480465,0.045721262307503244,-0.011480287290536462
wine_quality_iter5,mlp,shap,114,1,0.11119977474518311,0.029135845669378043,0.008181121435302929,0.006480757945623181,-0.055737424129858965,0.04480315268326266,-0.011480287290536462
wine_quality_iter5,mlp,shap,115,1,0.11119977474518311,0.06245878495753577,0.009650067987923418,-0.0059399353359372575,0.021646515211233723,0.016568587723259816,-0.011480287290536462
wine_quality_iter5,mlp,shap,116,0,0.11119977474518311,0.06194175017758813,0.012763358635398122,0.030168792449701956,0.020692408807957755,-0.12355478684680567,-0.011480287290536462
wine_quality_iter5,mlp,shap,117,1,0.11119977474518311,0.0634624857149827,0.006336654701676161,-0.0039235806159483855,0.04572758873112691,0.1211397129545609,-0.011480287290536462
wine_quality_iter5,mlp,shap,118,0,0.11119977474518311,-0.05205636778512057,0.01355754179163615,0.00794758045998143,0.0068493447920832395,-0.1229573984167132,-0.011480287290536462
wine_quality_iter5,mlp,shap,119,0,0.11119977474518311,-0.08718560343082891,0.009559606256393304,-0.021370373516319673,0.006331325152363523,0.022651329294611194,-0.011480287290536462
wine_quality_iter5,mlp,shap,120,0,0.11119977474518311,-0.06730023815559277,0.00911290731472077,-0.0022863962720983677,-0.03074358077098931,-0.12833426970701936,-0.011480287290536462
wine_quality_iter5,mlp,shap,121,0,0.11119977474518311,-0.0830748793673821,0.0010436577025132732,-0.040368626006902775,0.0017001592644895675,-0.10060432534473827,-0.011480287290536462
