Participant Id,Condition,Model,AppId,Complexity,Phase,Trial Index,Instance Id,XAIType,Tested w/ XAI,Time,Log(time),Response,AI prediction,DT prediction,LR prediction,Explainer prediction,Response==AI,Response==DT,Response==LR,Confidence in AI prediction,Response==Explainer,Changed feature index,Changed feature name,Changed feature type,Changed from,Changed to,Changed amount,DT prediction (CF),LR prediction (CF),Changed prediction (DT),Changed prediction (LR),Changed explainer,Condition:Complexity,Mean(Response==Explainer),Mean(Changed explainer),Random,Changed cf direction,Trial index > 10,Column 41
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,5,13,DT,w/ XAI,17.797,2.879029904,,0,0,0,0,,,,,,2,SO2,numeric,92,39,-53,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,0,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,6,87,DT,w/o XAI,6.577,1.883578714,,0,1,0,1,,,,,,5,Chlorides,numeric,0.093,0.2,0.107,1,0,1,0,1,DT:high,0.425,0.17948718,1,0,0,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,7,230,DT,w/ XAI,5.997,1.791259344,,0,0,0,0,,,,,,0,Alcohol,numeric,11,9.9,-1.1,0,0,0,0,0,DT:high,0.425,0.17948718,1,0,0,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,8,387,DT,w/o XAI,9.544,2.255912685,,0,0,0,0,,,,,,1,Sulphates,numeric,0.58,0.74,0.16,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,0,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,9,383,DT,w/o XAI,8.687,2.161827655,,1,1,1,1,,,,,,0,Alcohol,numeric,11,13,2,1,1,0,0,0,DT:high,0.425,0.17948718,1,0,0,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,10,381,DT,w/o XAI,12.191,2.500697975,,1,1,1,1,,,,,,4,pH,numeric,3.4,3.2,-0.2,1,1,0,0,0,DT:high,0.425,0.17948718,1,0,0,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,11,352,DT,w/o XAI,8.435,2.132389716,,1,1,1,1,,,,,,5,Chlorides,numeric,0.074,0.18,0.106,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,12,21,DT,w/o XAI,10.492,2.350613062,,0,0,0,0,,,,,,2,SO2,numeric,140,29,-111,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,13,193,DT,w/o XAI,8.683,2.161367091,,0,0,0,0,,,,,,1,Sulphates,numeric,0.59,0.74,0.15,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,14,196,DT,w/ XAI,7.29,1.986503546,,1,1,1,1,,,,,,0,Alcohol,numeric,12,10,-2,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,15,336,DT,w/o XAI,11.034,2.400981415,,1,1,1,1,,,,,,2,SO2,numeric,15,99,84,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,16,342,DT,w/o XAI,6.577,1.883578714,,1,0,1,0,,,,,,0,Alcohol,numeric,9.9,11,1.1,1,1,0,0,0,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,17,398,DT,w/ XAI,41.205,3.718559608,,0,0,0,0,,,,,,5,Chlorides,numeric,0.092,0.11,0.018,0,0,0,0,0,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,18,257,DT,w/ XAI,8.38,2.125847915,,0,0,0,0,,,,,,1,Sulphates,numeric,0.51,1,0.49,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,19,27,DT,w/o XAI,4.562,1.517761124,,1,0,1,0,,,,,,3,Vinegar Taint,numeric,0.28,0.76,0.48,0,0,1,1,1,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,20,275,DT,w/o XAI,8.147,2.097649761,,1,1,1,1,,,,,,5,Chlorides,numeric,0.052,0.22,0.168,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,21,99,DT,w/o XAI,22.628,3.119188078,,1,1,1,1,,,,,,0,Alcohol,numeric,11,10,-1,0,0,1,1,1,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,22,9,DT,w/ XAI,6.772,1.912796464,,1,1,1,1,,,,,,1,Sulphates,numeric,0.75,0.74,-0.01,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,23,90,DT,w/o XAI,23.102,3.139919194,,1,1,1,1,,,,,,3,Vinegar Taint,numeric,0.31,0.33,0.02,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,24,376,DT,w/ XAI,9.293,2.229261429,,1,0,1,0,,,,,,2,SO2,numeric,100,89,-11,0,1,1,0,1,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,25,393,DT,w/o XAI,10.043,2.306875874,,0,0,1,0,,,,,,0,Alcohol,numeric,12,11,-1,0,0,0,0,0,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,26,322,DT,w/ XAI,17.147,2.841823231,,0,0,0,0,,,,,,4,pH,numeric,3.4,3.3,-0.1,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,27,197,DT,w/ XAI,12.038,2.488068313,,0,0,0,0,,,,,,0,Alcohol,numeric,9.1,9,-0.1,0,0,0,0,0,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,28,6,DT,w/o XAI,7.57,2.024193067,,0,0,0,0,,,,,,4,pH,numeric,3.3,3.2,-0.1,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,29,320,DT,w/o XAI,7.57,2.024193067,,1,1,1,1,,,,,,4,pH,numeric,3.3,3.2,-0.1,1,1,0,0,0,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,30,293,DT,w/ XAI,24.086,3.181630759,,1,0,1,0,,,,,,1,Sulphates,numeric,0.49,0.5,0.01,0,1,1,0,1,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,31,289,DT,w/o XAI,10.115,2.314019471,,1,1,1,1,,,,,,3,Vinegar Taint,numeric,0.37,0.38,0.01,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,32,7,DT,w/o XAI,7.629,2.031956775,,1,1,1,1,,,,,,1,Sulphates,numeric,0.88,0.89,0.01,1,1,0,0,0,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,33,271,DT,w/o XAI,9.355,2.23591096,,0,0,0,0,,,,,,0,Alcohol,numeric,11,12,1,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,34,62,DT,w/o XAI,14.078,2.644613295,,0,0,0,0,,,,,,4,pH,numeric,3.3,3.4,0.1,0,0,0,0,0,DT:high,0.425,0.17948718,1,0,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,35,343,DT,w/o XAI,11.553,2.446945144,,1,1,1,1,,,,,,3,Vinegar Taint,numeric,0.28,0.29,0.01,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,36,120,DT,w/o XAI,9.002,2.197446775,,1,1,1,1,,,,,,5,Chlorides,numeric,0.062,0.067,0.005,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,37,100,DT,w/ XAI,7.163,1.968928888,,1,0,1,0,,,,,,0,Alcohol,numeric,12,11,-1,0,0,1,1,1,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,38,220,DT,w/ XAI,7.297,1.987463305,,0,0,0,0,,,,,,3,Vinegar Taint,numeric,0.63,0.62,-0.01,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,39,174,DT,w/o XAI,10.039,2.306477508,,0,0,0,0,,,,,,4,pH,numeric,3.4,3.3,-0.1,0,0,0,0,0,DT:high,0.425,0.17948718,1,1,1,
684a12ce6791bc422c72abbb,DT,mlp,wine_quality,high,counterfactual,40,63,DT,w/o XAI,6.366,1.850971329,,1,1,1,1,,,,,,1,Sulphates,numeric,0.72,0.6,-0.12,1,1,0,0,0,DT:high,0.425,0.17948718,1,1,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,1,326,DT,w/o XAI,7.984,2.077439539,40,1,1,1,1,1,1,1,40,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,2,44,DT,w/o XAI,2.46,0.90016135,20,1,1,1,1,1,1,1,20,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,3,46,DT,w/o XAI,5.254,1.658989691,-20,0,0,0,0,1,1,1,20,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,4,98,DT,w/ XAI,90.539,4.505780697,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,5,45,DT,w/ XAI,31.062,3.435985207,-100,1,0,1,0,0,1,0,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,6,58,DT,w/o XAI,9.911,2.293645251,40,1,1,1,1,1,1,1,40,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,7,119,DT,w/o XAI,10.373,2.339206276,20,0,0,0,0,0,0,0,-20,0,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,8,55,DT,w/ XAI,21.556,3.0706542,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,9,221,DT,w/o XAI,13.222,2.581882109,40,0,0,0,0,0,0,0,-40,0,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,10,296,DT,w/ XAI,17.103,2.839253887,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,0,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,11,96,DT,w/o XAI,11.039,2.401434457,20,0,0,1,0,0,0,1,-20,0,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,12,135,DT,w/o XAI,4.282,1.45442019,20,0,0,1,0,0,0,1,-20,0,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,13,52,DT,w/ XAI,24.801,3.210883975,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,14,77,DT,w/ XAI,15.551,2.744124945,100,1,1,0,1,1,1,0,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,15,151,DT,w/o XAI,16.321,2.792452622,20,0,0,0,0,0,0,0,-20,0,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,16,279,DT,w/o XAI,4.6,1.526056304,20,0,0,0,0,0,0,0,-20,0,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,17,42,DT,w/o XAI,3.122,1.138473822,-20,0,0,0,0,1,1,1,20,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,18,236,DT,w/ XAI,13.002,2.565103192,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,19,389,DT,w/o XAI,11.184,2.414484186,40,0,0,0,0,0,0,0,-40,0,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,20,114,DT,w/ XAI,12.202,2.501599873,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,21,313,DT,w/o XAI,5.043,1.618001143,-40,0,0,0,0,1,1,1,40,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,22,202,DT,w/ XAI,20.436,3.017298052,-100,0,0,0,0,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,23,330,DT,w/o XAI,10.203,2.322681795,20,1,1,1,1,1,1,1,20,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,24,289,DT,w/o XAI,4.055,1.399950688,40,1,1,1,1,1,1,1,40,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,25,124,DT,w/ XAI,20.64,3.027230941,-100,0,0,0,0,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,26,207,DT,w/o XAI,4.277,1.453251829,40,1,1,1,1,1,1,1,40,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,27,165,DT,w/ XAI,13.738,2.620165716,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,28,379,DT,w/ XAI,16.508,2.803845112,-100,0,0,0,0,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,29,338,DT,w/ XAI,14.764,2.692191785,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,30,342,DT,w/ XAI,16.201,2.785072969,-100,1,0,1,0,0,1,0,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,31,269,DT,w/ XAI,30.229,3.408801729,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,32,395,DT,w/ XAI,22.407,3.10937341,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,33,20,DT,w/ XAI,14.141,2.649078379,100,1,1,1,1,1,1,1,100,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,34,317,DT,w/o XAI,9.13,2.211565695,20,1,1,1,1,1,1,1,20,1,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
6782b152b9f7ae9d753eebea,DT,mlp,wine_quality,high,forward,35,335,DT,w/o XAI,5.135,1.636079843,20,0,0,0,0,0,0,0,-20,0,,,,,,,,,,,,DT:high,0.775,0.45,0,,1,
