appId,instanceId,v0,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,y
german_credit,45,29.0,0.0,1.0,2.0,0.0,2.0,4.0,3959.0,15.0,,,,,,,,,,,,0.0
german_credit,46,36.0,0.0,1.0,1.0,0.0,2.0,4.0,1721.0,15.0,,,,,,,,,,,,1.0
german_credit,47,35.0,0.0,1.0,4.0,2.0,2.0,4.0,5324.0,15.0,,,,,,,,,,,,1.0
german_credit,48,55.0,1.0,1.0,4.0,3.0,2.0,3.0,1555.0,12.0,,,,,,,,,,,,0.0
german_credit,49,52.0,0.0,2.0,0.0,4.0,2.0,3.0,6468.0,12.0,,,,,,,,,,,,0.0
german_credit,50,28.0,0.0,2.0,0.0,0.0,2.0,4.0,5234.0,30.0,,,,,,,,,,,,0.0
german_credit,51,33.0,0.0,1.0,1.0,0.0,2.0,3.0,2319.0,21.0,,,,,,,,,,,,0.0
german_credit,52,39.0,0.0,0.0,3.0,4.0,2.0,4.0,932.0,6.0,,,,,,,,,,,,1.0
german_credit,53,24.0,1.0,1.0,4.0,0.0,1.0,1.0,4605.0,48.0,,,,,,,,,,,,0.0
german_credit,54,52.0,0.0,1.0,2.0,0.0,2.0,3.0,3077.0,12.0,,,,,,,,,,,,1.0
german_credit,55,26.0,0.0,0.0,2.0,1.0,1.0,2.0,4280.0,30.0,,,,,,,,,,,,0.0
german_credit,56,55.0,0.0,2.0,0.0,0.0,0.0,1.0,9283.0,42.0,,,,,,,,,,,,1.0
german_credit,57,31.0,0.0,1.0,3.0,4.0,2.0,1.0,929.0,24.0,,,,,,,,,,,,1.0
german_credit,58,24.0,0.0,1.0,2.0,0.0,2.0,4.0,2150.0,30.0,,,,,,,,,,,,0.0
german_credit,59,68.0,0.0,2.0,4.0,0.0,2.0,4.0,14896.0,6.0,,,,,,,,,,,,0.0
german_credit,60,34.0,1.0,0.0,4.0,1.0,0.0,3.0,1569.0,15.0,,,,,,,,,,,,1.0
german_credit,61,25.0,0.0,1.0,2.0,4.0,2.0,3.0,1484.0,12.0,,,,,,,,,,,,0.0
german_credit,62,33.0,0.0,1.0,2.0,4.0,2.0,4.0,1042.0,18.0,,,,,,,,,,,,0.0
german_credit,63,28.0,0.0,1.0,2.0,3.0,2.0,1.0,2659.0,18.0,,,,,,,,,,,,1.0
german_credit,64,38.0,0.0,2.0,0.0,0.0,2.0,1.0,12976.0,18.0,,,,,,,,,,,,0.0
german_credit,65,23.0,0.0,2.0,2.0,0.0,2.0,1.0,11560.0,24.0,,,,,,,,,,,,0.0
german_credit,66,26.0,0.0,1.0,3.0,1.0,2.0,3.0,1311.0,24.0,,,,,,,,,,,,1.0
german_credit,67,65.0,0.0,0.0,0.0,0.0,2.0,3.0,1098.0,18.0,,,,,,,,,,,,1.0
german_credit,68,44.0,0.0,1.0,2.0,2.0,2.0,4.0,1163.0,12.0,,,,,,,,,,,,1.0
german_credit,69,38.0,1.0,1.0,3.0,0.0,2.0,4.0,947.0,24.0,,,,,,,,,,,,0.0
german_credit,70,33.0,0.0,1.0,2.0,0.0,2.0,3.0,1478.0,15.0,,,,,,,,,,,,1.0
german_credit,71,41.0,0.0,1.0,4.0,1.0,2.0,2.0,2503.0,30.0,,,,,,,,,,,,1.0
german_credit,72,33.0,0.0,1.0,1.0,0.0,2.0,3.0,2051.0,18.0,,,,,,,,,,,,1.0
german_credit,73,43.0,0.0,1.0,2.0,0.0,2.0,1.0,2515.0,18.0,,,,,,,,,,,,1.0
german_credit,74,37.0,0.0,0.0,1.0,0.0,2.0,4.0,1274.0,12.0,,,,,,,,,,,,0.0
german_credit,75,57.0,0.0,0.0,0.0,1.0,2.0,3.0,1154.0,11.0,,,,,,,,,,,,1.0
german_credit,76,41.0,0.0,0.0,4.0,4.0,2.0,3.0,1244.0,9.0,,,,,,,,,,,,1.0
german_credit,77,31.0,0.0,0.0,1.0,0.0,2.0,1.0,3108.0,30.0,,,,,,,,,,,,0.0
german_credit,78,65.0,0.0,0.0,0.0,0.0,2.0,3.0,3394.0,42.0,,,,,,,,,,,,1.0
german_credit,79,24.0,0.0,1.0,3.0,0.0,2.0,3.0,2323.0,36.0,,,,,,,,,,,,1.0
german_credit,80,24.0,0.0,1.0,1.0,0.0,2.0,2.0,4308.0,48.0,,,,,,,,,,,,0.0
german_credit,81,28.0,0.0,1.0,1.0,0.0,2.0,2.0,9572.0,36.0,,,,,,,,,,,,0.0
german_credit,82,29.0,0.0,1.0,3.0,0.0,2.0,3.0,2108.0,6.0,,,,,,,,,,,,1.0
german_credit,83,38.0,0.0,2.0,0.0,4.0,2.0,1.0,3229.0,18.0,,,,,,,,,,,,1.0
german_credit,84,20.0,0.0,1.0,2.0,0.0,2.0,1.0,1282.0,12.0,,,,,,,,,,,,0.0
german_credit,85,44.0,0.0,1.0,1.0,4.0,2.0,3.0,5943.0,24.0,,,,,,,,,,,,0.0
german_credit,86,35.0,0.0,0.0,1.0,0.0,2.0,4.0,10722.0,47.0,,,,,,,,,,,,1.0
german_credit,87,53.0,1.0,1.0,2.0,0.0,2.0,4.0,4870.0,24.0,,,,,,,,,,,,0.0
german_credit,88,24.0,0.0,1.0,2.0,2.0,2.0,1.0,2569.0,39.0,,,,,,,,,,,,1.0
german_credit,89,40.0,0.0,2.0,2.0,1.0,2.0,3.0,4623.0,15.0,,,,,,,,,,,,0.0
german_credit,90,24.0,0.0,1.0,2.0,0.0,2.0,3.0,3190.0,18.0,,,,,,,,,,,,0.0
german_credit,91,24.0,0.0,0.0,2.0,1.0,2.0,1.0,11590.0,48.0,,,,,,,,,,,,0.0
german_credit,92,24.0,0.0,2.0,1.0,1.0,2.0,4.0,7408.0,60.0,,,,,,,,,,,,0.0
german_credit,93,40.0,0.0,2.0,4.0,0.0,2.0,1.0,4297.0,18.0,,,,,,,,,,,,0.0
german_credit,94,22.0,0.0,1.0,2.0,0.0,2.0,3.0,1567.0,12.0,,,,,,,,,,,,1.0
german_credit,95,24.0,0.0,1.0,2.0,0.0,2.0,1.0,2124.0,18.0,,,,,,,,,,,,0.0
german_credit,96,33.0,0.0,1.0,1.0,0.0,1.0,2.0,6289.0,42.0,,,,,,,,,,,,1.0
german_credit,97,47.0,1.0,1.0,2.0,1.0,2.0,3.0,12612.0,36.0,,,,,,,,,,,,0.0
german_credit,98,55.0,0.0,1.0,3.0,3.0,2.0,1.0,1413.0,12.0,,,,,,,,,,,,1.0
german_credit,99,26.0,1.0,1.0,2.0,0.0,2.0,1.0,8229.0,36.0,,,,,,,,,,,,0.0
german_credit,100,53.0,1.0,1.0,2.0,0.0,1.0,1.0,7119.0,48.0,,,,,,,,,,,,0.0
german_credit,101,26.0,0.0,1.0,4.0,0.0,2.0,3.0,1934.0,12.0,,,,,,,,,,,,1.0
german_credit,102,46.0,0.0,1.0,4.0,0.0,2.0,3.0,2611.0,24.0,,,,,,,,,,,,1.0
german_credit,103,34.0,0.0,2.0,1.0,0.0,1.0,3.0,1337.0,9.0,,,,,,,,,,,,0.0
german_credit,104,23.0,0.0,0.0,3.0,4.0,2.0,3.0,1936.0,18.0,,,,,,,,,,,,1.0
german_credit,105,40.0,0.0,1.0,3.0,0.0,0.0,2.0,1559.0,24.0,,,,,,,,,,,,1.0
german_credit,106,36.0,1.0,1.0,2.0,0.0,2.0,2.0,3915.0,27.0,,,,,,,,,,,,0.0
german_credit,107,21.0,0.0,1.0,3.0,0.0,2.0,4.0,902.0,12.0,,,,,,,,,,,,0.0
german_credit,108,61.0,0.0,0.0,4.0,0.0,2.0,4.0,1255.0,12.0,,,,,,,,,,,,1.0
german_credit,109,31.0,0.0,1.0,2.0,0.0,2.0,3.0,6758.0,48.0,,,,,,,,,,,,0.0
german_credit,110,29.0,0.0,1.0,3.0,1.0,0.0,4.0,1437.0,9.0,,,,,,,,,,,,0.0
german_credit,111,36.0,0.0,0.0,4.0,3.0,2.0,2.0,1572.0,21.0,,,,,,,,,,,,1.0
german_credit,112,32.0,0.0,1.0,3.0,4.0,2.0,4.0,1285.0,24.0,,,,,,,,,,,,0.0
german_credit,113,39.0,1.0,2.0,4.0,0.0,0.0,4.0,6458.0,18.0,,,,,,,,,,,,0.0
german_credit,114,39.0,1.0,2.0,2.0,0.0,2.0,0.0,11938.0,24.0,,,,,,,,,,,,0.0
german_credit,115,22.0,0.0,1.0,2.0,0.0,2.0,1.0,2462.0,18.0,,,,,,,,,,,,0.0
german_credit,116,30.0,0.0,2.0,3.0,4.0,2.0,1.0,14179.0,39.0,,,,,,,,,,,,1.0
german_credit,117,41.0,1.0,1.0,4.0,0.0,2.0,1.0,2712.0,36.0,,,,,,,,,,,,0.0
german_credit,118,27.0,0.0,1.0,2.0,4.0,2.0,3.0,3711.0,36.0,,,,,,,,,,,,1.0
german_credit,119,36.0,0.0,1.0,2.0,4.0,2.0,4.0,3079.0,36.0,,,,,,,,,,,,1.0
adult,0,46.0,27828.0,0.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,1,40.0,15024.0,1.0,14.0,0.0,,,,,,,,,,,,,,,,1.0
adult,2,31.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,3,36.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,4,44.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,5,47.0,0.0,1.0,12.0,0.0,,,,,,,,,,,,,,,,1.0
adult,6,29.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,1.0
adult,7,20.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,0.0
adult,8,41.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,9,32.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,10,46.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,11,34.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,12,42.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,0.0
adult,13,54.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,14,34.0,0.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,1.0
adult,15,68.0,0.0,1.0,16.0,1.0,,,,,,,,,,,,,,,,1.0
adult,16,38.0,0.0,1.0,12.0,1.0,,,,,,,,,,,,,,,,1.0
adult,17,35.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,18,41.0,7298.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,1.0
adult,19,43.0,0.0,1.0,11.0,1.0,,,,,,,,,,,,,,,,1.0
adult,20,41.0,7430.0,0.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,21,46.0,15024.0,1.0,15.0,1.0,,,,,,,,,,,,,,,,1.0
adult,22,46.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,23,57.0,0.0,0.0,14.0,1.0,,,,,,,,,,,,,,,,0.0
adult,24,47.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,0.0
adult,25,43.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,26,52.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,27,27.0,4386.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,28,33.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,29,28.0,0.0,0.0,13.0,1.0,,,,,,,,,,,,,,,,0.0
adult,30,44.0,5013.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,0.0
adult,31,55.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,32,25.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,0.0
adult,33,49.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,34,51.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,35,59.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,0.0
adult,36,37.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,37,20.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,0.0
adult,38,64.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,39,45.0,7298.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,40,40.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,41,40.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,42,50.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,0.0
adult,43,42.0,0.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,1.0
adult,44,18.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,0.0
adult,45,41.0,0.0,1.0,14.0,0.0,,,,,,,,,,,,,,,,1.0
adult,46,57.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,47,43.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,48,44.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,49,31.0,0.0,1.0,15.0,1.0,,,,,,,,,,,,,,,,1.0
adult,50,29.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,51,24.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,0.0
adult,52,47.0,5178.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,53,24.0,2635.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,0.0
adult,54,28.0,0.0,0.0,12.0,1.0,,,,,,,,,,,,,,,,0.0
adult,55,38.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,56,54.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,57,42.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,58,37.0,25236.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,1.0
adult,59,49.0,0.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,0.0
adult,60,34.0,0.0,1.0,9.0,0.0,,,,,,,,,,,,,,,,0.0
adult,61,42.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,62,21.0,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,63,28.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,64,44.0,14344.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,1.0
adult,65,53.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,0.0
adult,66,28.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,67,33.0,7298.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,68,44.0,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,69,45.0,0.0,1.0,12.0,1.0,,,,,,,,,,,,,,,,1.0
adult,70,19.0,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,71,23.0,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,72,32.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,1.0
adult,73,58.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,74,42.0,0.0,1.0,13.0,0.0,,,,,,,,,,,,,,,,1.0
adult,75,73.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,0.0
adult,76,39.0,15024.0,1.0,15.0,1.0,,,,,,,,,,,,,,,,1.0
adult,77,26.0,0.0,0.0,14.0,1.0,,,,,,,,,,,,,,,,0.0
adult,78,36.0,0.0,1.0,13.0,0.0,,,,,,,,,,,,,,,,1.0
adult,79,44.0,7688.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,80,42.0,0.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,1.0
adult,81,27.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,82,45.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,1.0
adult,83,48.0,0.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,84,29.0,0.0,1.0,12.0,1.0,,,,,,,,,,,,,,,,1.0
adult,85,35.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,86,28.0,0.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,0.0
adult,87,59.0,0.0,1.0,9.0,0.0,,,,,,,,,,,,,,,,1.0
adult,88,22.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,0.0
adult,89,35.0,5013.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,0.0
adult,90,71.0,9386.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,91,48.0,15020.0,0.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,92,20.0,0.0,0.0,9.0,0.0,,,,,,,,,,,,,,,,0.0
adult,93,29.0,0.0,0.0,15.0,1.0,,,,,,,,,,,,,,,,0.0
adult,94,42.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,95,43.0,0.0,0.0,14.0,0.0,,,,,,,,,,,,,,,,0.0
adult,96,30.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,97,50.0,7688.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,98,62.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,0.0
adult,99,20.0,0.0,0.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,100,26.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,0.0
adult,101,53.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,0.0
adult,102,58.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,103,33.0,7688.0,1.0,11.0,0.0,,,,,,,,,,,,,,,,1.0
adult,104,47.0,0.0,0.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,105,46.0,0.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,0.0
adult,106,43.0,7298.0,1.0,13.0,1.0,,,,,,,,,,,,,,,,1.0
adult,107,47.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,1.0
adult,108,30.0,0.0,0.0,10.0,0.0,,,,,,,,,,,,,,,,0.0
adult,109,35.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,1.0
adult,110,32.0,0.0,0.0,13.0,0.0,,,,,,,,,,,,,,,,0.0
adult,111,35.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,112,40.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,113,62.0,99999.0,1.0,16.0,1.0,,,,,,,,,,,,,,,,1.0
adult,114,47.0,7688.0,1.0,14.0,1.0,,,,,,,,,,,,,,,,1.0
adult,115,57.0,0.0,1.0,9.0,1.0,,,,,,,,,,,,,,,,0.0
adult,116,35.0,0.0,0.0,12.0,0.0,,,,,,,,,,,,,,,,0.0
adult,117,45.0,15020.0,0.0,16.0,1.0,,,,,,,,,,,,,,,,1.0
adult,118,38.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
adult,119,32.0,0.0,1.0,10.0,1.0,,,,,,,,,,,,,,,,1.0
diabetes,0,1.0,1.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,1,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,2,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,3,1.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,4,0.0,0.0,1.0,0.0,1.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,5,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,6,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,7,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,8,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,9,1.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,10,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,11,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,12,1.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,13,0.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,14,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,15,1.0,0.0,1.0,0.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,16,1.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,17,1.0,0.0,1.0,0.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,18,1.0,1.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,19,1.0,0.0,1.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,20,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,21,0.0,1.0,1.0,0.0,1.0,5.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,22,1.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,1.0
diabetes,23,1.0,1.0,1.0,0.0,0.0,5.0,1.0,1.0,,,,,,,,,,,,,1.0
diabetes,24,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,0.0
diabetes,25,0.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,0.0
diabetes,26,1.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,1.0
