appId,modelName,expMethod,instanceId,pred,i_max,a0_i,a1_i,a2_i,intercept
wine_quality_iter3,mlp,shap,67,0,0.10002468052582858,-0.014182776422836857,0.053899855529650736,-0.09337796395023668,-0.028694942249701594
wine_quality_iter3,mlp,shap,68,1,0.10002468052582858,0.05445048709710447,0.006741475122861329,0.10410067299619699,-0.028694942249701594
wine_quality_iter3,mlp,shap,69,1,0.10002468052582858,0.09613269460506933,-0.0063988301998529895,0.07036559692560099,-0.028694942249701594
wine_quality_iter3,mlp,shap,70,1,0.10002468052582858,0.04770746783186226,-0.007179677753876457,0.12396930194435984,-0.028694942249701594
wine_quality_iter3,mlp,shap,71,0,0.10002468052582858,-0.03688431920913554,-0.0056228280640565065,-0.1003744402183936,-0.028694942249701594
wine_quality_iter3,mlp,shap,72,0,0.10002468052582858,0.010173903978787972,0.008437557174609249,-0.07138638255687861,-0.028694942249701594
wine_quality_iter3,mlp,shap,73,1,0.10002468052582858,0.044010489185651175,0.012837166606615824,0.09112613462866873,-0.028694942249701594
wine_quality_iter3,mlp,shap,74,0,0.10002468052582858,0.020566902691737166,0.029687053633806047,-0.11117927646025628,-0.028694942249701594
wine_quality_iter3,mlp,shap,75,0,0.10002468052582858,-0.029453756927679695,0.0048873257369567435,-0.08637934525807704,-0.028694942249701594
wine_quality_iter3,mlp,shap,76,0,0.10002468052582858,-0.040993464910067,0.013005060989123171,-0.07889176951004916,-0.028694942249701594
wine_quality_iter3,mlp,shap,77,1,0.10002468052582858,0.060511085142691906,0.005502160275593915,0.10722147029561864,-0.028694942249701594
wine_quality_iter3,mlp,shap,78,0,0.10002468052582858,-0.053273212546721405,0.004606019495389413,-0.09232489739855136,-0.028694942249701594
wine_quality_iter3,mlp,shap,79,0,0.10002468052582858,-0.01900168250386526,-0.008891667654881086,-0.10158812971069268,-0.028694942249701594
wine_quality_iter3,mlp,shap,80,1,0.10002468052582858,0.032601569000727006,0.012049569285068812,0.036186006818062263,-0.028694942249701594
wine_quality_iter3,mlp,shap,81,1,0.10002468052582858,0.05772898235382175,0.011337569107611994,0.07963262748641849,-0.028694942249701594
wine_quality_iter3,mlp,shap,82,1,0.10002468052582858,0.09613269460506933,-0.0063988301998529895,0.07036559692560099,-0.028694942249701594
wine_quality_iter3,mlp,shap,83,1,0.10002468052582858,0.029701953954421573,0.020210678990070605,0.07170034767343451,-0.028694942249701594
wine_quality_iter3,mlp,shap,84,0,0.10002468052582858,-0.04192131937314304,0.004765402219998535,-0.07161619710998654,-0.028694942249701594
wine_quality_iter3,mlp,shap,85,1,0.10002468052582858,0.03321126538973594,0.01870776432064855,0.029649762408091508,-0.028694942249701594
wine_quality_iter3,mlp,shap,86,0,0.10002468052582858,-0.03294787009557088,0.0071593181062968025,-0.07181585721480545,-0.028694942249701594
wine_quality_iter3,mlp,shap,87,1,0.10002468052582858,0.009557681320569389,0.016108533300650443,0.15536472902466095,-0.028694942249701594
wine_quality_iter3,mlp,shap,88,0,0.10002468052582858,0.027436646437033564,0.015732676039139498,-0.10705723187480216,-0.028694942249701594
wine_quality_iter3,mlp,shap,89,0,0.10002468052582858,-0.041247331599394504,0.0010552676633382163,-0.07891671762634539,-0.028694942249701594
wine_quality_iter3,mlp,shap,90,0,0.10002468052582858,-0.09373863365214599,-0.02944254373701713,0.10557028439182492,-0.028694942249701594
wine_quality_iter3,mlp,shap,91,1,0.10002468052582858,0.0806850943236778,0.011437114939475634,0.021427216590979313,-0.028694942249701594
wine_quality_iter3,mlp,shap,92,0,0.10002468052582858,-0.10145893935591743,0.011411756544541102,-0.07658187863536373,-0.028694942249701594
wine_quality_iter3,mlp,shap,93,1,0.10002468052582858,0.05218051721652359,0.01737638646975534,0.04927987139194438,-0.028694942249701594
wine_quality_iter3,mlp,shap,94,0,0.10002468052582858,0.06576593608046194,0.010609458768979146,-0.06763006760141796,-0.028694942249701594
wine_quality_iter3,mlp,shap,95,0,0.10002468052582858,-0.07584664958218733,0.0025864464541276444,-0.11621707699810846,-0.028694942249701594
wine_quality_iter3,mlp,shap,96,0,0.10002468052582858,-0.09291574752483604,0.015054646268104876,-0.09203304302616,-0.028694942249701594
wine_quality_iter3,mlp,shap,97,1,0.10002468052582858,0.06413169717177361,-0.009417178863898173,-0.017645600304389664,-0.028694942249701594
wine_quality_iter3,mlp,shap,98,1,0.10002468052582858,-0.0008035119718465822,-0.02158314830217603,0.1853042292098204,-0.028694942249701594
wine_quality_iter3,mlp,shap,99,1,0.10002468052582858,0.053357323048970604,0.0012526506605820553,0.12775647160716552,-0.028694942249701594
wine_quality_iter3,mlp,shap,100,1,0.10002468052582858,0.04246570443113649,0.007250196696856101,0.028469612143742697,-0.028694942249701594
wine_quality_iter3,mlp,shap,101,1,0.10002468052582858,-0.01145533080666486,0.023176761678396086,0.07256646553675333,-0.028694942249701594
wine_quality_iter3,mlp,shap,102,1,0.10002468052582858,0.02425425543616988,0.007431488350415877,0.09967492083326354,-0.028694942249701594
wine_quality_iter3,mlp,shap,103,0,0.10002468052582858,-0.11595686580508192,-0.003689928620289551,-0.049831518053244206,-0.028694942249701594
wine_quality_iter3,mlp,shap,104,1,0.10002468052582858,0.04975963744979638,0.018895040796353277,-0.030368275768481758,-0.028694942249701594
wine_quality_iter3,mlp,shap,105,1,0.10002468052582858,0.06302692366716195,0.020593595829529604,-0.01315631111844992,-0.028694942249701594
wine_quality_iter3,mlp,shap,106,0,0.10002468052582858,-0.02204818259447047,-0.02675819956721404,0.009789196249002069,-0.028694942249701594
wine_quality_iter3,mlp,shap,107,1,0.10002468052582858,-0.034985667677261814,-0.027061004459093776,0.14854011921546392,-0.028694942249701594
wine_quality_iter3,mlp,shap,108,0,0.10002468052582858,0.016967688481777196,-0.01550801851046394,-0.01923078025380771,-0.028694942249701594
wine_quality_iter3,mlp,shap,109,1,0.10002468052582858,0.01916576608633372,0.000839392859966287,0.16293539830889475,-0.028694942249701594
wine_quality_iter3,mlp,shap,110,0,0.10002468052582858,0.018372804461381398,0.030882102900590753,-0.06756380055195256,-0.028694942249701594
wine_quality_iter3,mlp,shap,111,0,0.10002468052582858,-0.06804180318155348,-0.0006644758276449225,-0.1286901934311177,-0.028694942249701594
wine_quality_iter3,mlp,shap,112,0,0.10002468052582858,0.010107042029117948,-0.01552567514471516,-0.027289222333675804,-0.028694942249701594
wine_quality_iter3,mlp,shap,113,1,0.10002468052582858,0.06833514985747824,0.016253393907577518,0.03458583202117538,-0.028694942249701594
wine_quality_iter3,mlp,shap,114,1,0.10002468052582858,0.02194860659730737,0.0054565515846778795,0.03564369594439481,-0.028694942249701594
wine_quality_iter3,mlp,shap,115,1,0.10002468052582858,0.0484262585448913,-0.0012974002231388518,0.01302034904559441,-0.028694942249701594
wine_quality_iter3,mlp,shap,116,0,0.10002468052582858,0.04881463551368462,0.016244103492070505,-0.09086670117118414,-0.028694942249701594
wine_quality_iter3,mlp,shap,117,1,0.10002468052582858,0.0507112931555663,0.0009951351162714728,0.08596738150868656,-0.028694942249701594
wine_quality_iter3,mlp,shap,118,0,0.10002468052582858,-0.038718485679382034,0.00586554990747043,-0.09310787654457943,-0.028694942249701594
wine_quality_iter3,mlp,shap,119,0,0.10002468052582858,-0.06626781448721898,-0.013803748958385854,0.015980461812936442,-0.028694942249701594
wine_quality_iter3,mlp,shap,120,0,0.10002468052582858,-0.05200778049154163,-0.00021450655200533353,-0.09928281104717503,-0.028694942249701594
wine_quality_iter3,mlp,shap,121,0,0.10002468052582858,-0.06434211559020557,-0.024469610762137634,-0.07211072679895618,-0.028694942249701594
